Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
KIA NURSE,285000.0,LA,285000.0,SEA,73542.0,PHX,191720.0,PHX,191720.0,NY,63,28,40,8,32,20.3,7.6,2.6,6.6,38.8,1.3,4.0,33.1,1.2,1.5,79.3,0.4,1.2,1.6,1.3,1.2,0.5,0.0,1.8,12.8,0,0,-3.9,79,28,40,11,29,19.7,5.9,2.0,5.8,34.3,1.3,3.6,35.0,0.6,0.7,88.9,0.3,2.0,2.3,1.3,0.7,0.6,0.1,1.9,12.0,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,26,32,19,13,26.1,9.5,3.1,8.5,35.9,1.8,5.2,35.3,1.5,1.9,79.0,0.4,3.1,3.5,1.8,1.5,0.5,0.1,2.3,17.8,0,0,0.8,38,25,21,2,19,27.5,12.2,3.2,11.9,27.3,1.5,6.2,23.8,4.2,4.9,86.4,0.5,2.3,2.9,2.3,2.2,0.5,0.2,1.8,20.2,0,0,-8.6
REBECCA ALLEN,320000.0,PHX,277850.0,CON,277850.0,NY,105037.0,NY,161600.0,NY,67,32,18,11,7,24.9,7.4,2.9,7.0,42.1,1.4,3.9,35.7,0.1,0.2,66.7,0.7,3.2,3.9,1.1,1.0,0.9,0.7,1.9,17.1,0,0,-0.7,74,31,40,27,13,21.5,6.4,2.5,6.0,40.8,1.0,2.9,34.8,0.5,0.7,70.4,0.7,2.1,2.8,0.9,0.9,0.9,1.3,1.9,15.5,0,0,1.6,76,30,25,11,14,20.9,7.0,2.6,6.8,37.9,1.0,3.3,31.3,0.8,1.0,83.3,0.3,3.0,3.4,1.2,1.0,0.8,1.0,1.9,16.0,0,0,-1.2,55,29,25,8,17,24.2,9.2,3.0,8.6,34.3,1.9,5.0,38.1,1.3,1.5,89.2,0.8,2.9,3.7,1.1,0.8,1.6,1.2,2.2,21.6,0,0,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIFFANY MITCHELL,274050.0,CON,274050.0,MIN,432726.0,IND,432726.0,IND,432726.0,IND,91,30,24,18,6,16.3,4.9,1.6,4.5,34.9,0.3,1.0,25.0,1.5,1.9,78.3,0.5,1.1,1.5,0.8,0.6,0.5,0.0,1.2,8.5,0,0,2.6,66,29,33,14,19,23.1,7.3,2.6,6.5,40.4,0.4,1.4,28.9,1.7,2.0,83.3,0.5,1.8,2.3,2.3,2.1,0.5,0.1,2.7,13.4,0,0,-4.0,85,28,34,5,29,16.2,6.5,2.4,5.4,45.1,0.4,0.9,38.7,1.3,1.5,86.5,0.6,0.6,1.2,1.2,0.9,0.8,0.1,1.4,11.0,0,0,-5.3,34,27,28,5,23,27.3,12.0,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88.0,0.9,2.0,2.9,2.0,1.9,0.6,0.0,1.9,18.6,0,0,-5.0,35,26,19,5,14,26.4,12.7,3.9,11.3,34.6,0.9,3.8,23.3,4.1,4.3,95.1,0.8,2.6,3.4,2.6,2.4,0.6,0.1,2.6,21.1,0,0,-3.7
VICTORIA VIVIANS,76535.0,SEA,272000.0,IND,72141.0,IND,213836.0,IND,213836.0,IND,116,29,35,21,14,12.7,3.1,1.2,3.5,33.3,0.6,2.0,31.9,0.2,0.3,66.7,0.5,1.4,2.0,0.8,0.6,0.4,0.2,1.2,7.7,0,0,1.6,88,29,38,11,27,17.7,5.2,1.9,5.1,38.0,0.7,2.5,28.7,0.6,0.8,76.7,0.5,2.6,3.1,1.3,0.8,0.7,0.2,1.9,12.0,0,0,-2.8,50,28,35,5,30,26.9,9.8,3.6,10.7,33.6,1.3,4.5,28.0,1.3,1.8,74.2,0.7,2.9,3.6,2.4,2.1,1.1,0.3,2.4,19.7,0,0,-7.1,75,27,31,5,26,21.3,6.8,2.5,7.5,33.3,1.0,4.1,25.2,0.8,1.0,83.3,0.5,2.6,3.1,1.3,1.3,1.1,0.1,1.8,14.7,0,0,-6.3,98,26,6,3,3,14.2,4.8,1.7,4.8,34.5,0.3,1.8,18.2,1.2,1.3,87.5,0.3,2.0,2.3,0.5,1.0,0.2,0.0,2.5,8.3,0,0,0.5
ELIZABETH WILLIAMS,270000.0,CHI,270000.0,CHI,90000.0,WAS,464000.0,ATL,464000.0,ATL,47,31,9,4,5,27.7,10.0,4.1,8.4,48.7,0.0,0.0,0.0,1.8,2.7,66.7,2.8,4.2,7.0,1.6,1.7,1.7,1.7,2.1,25.2,2,0,1.6,47,31,40,18,22,29.7,9.8,4.2,8.1,51.4,0.0,0.0,0.0,1.5,2.3,63.0,2.3,3.6,5.8,2.5,1.4,1.3,1.5,2.5,23.6,2,0,0.0,96,30,30,18,12,14.9,5.4,2.3,4.7,48.2,0.0,0.0,0.0,0.8,1.4,58.1,1.5,2.3,3.8,0.5,0.6,0.6,0.6,1.5,12.1,1,0,1.1,86,29,32,8,24,23.8,5.8,2.5,4.8,51.6,0.0,0.0,0.0,0.8,1.7,50.9,2.0,2.9,4.9,1.2,0.8,1.1,1.3,1.9,16.9,1,0,-3.7,48,28,22,7,15,29.2,10.1,4.0,8.1,48.9,0.0,0.0,0.0,2.2,3.0,74.2,2.2,3.5,5.7,1.4,1.1,0.8,1.4,2.6,21.5,3,0,-4.3
JADE MELBOURNE,268767.0,WAS,268767.0,SEA,,,,,,,86,22,37,14,23,14.2,5.4,1.9,4.5,43.4,0.5,1.5,35.7,0.9,1.3,71.4,0.4,1.1,1.5,1.6,1.7,0.6,0.1,1.5,10.6,0,0,-0.4,118,21,29,9,20,10.6,2.6,0.9,2.2,39.1,0.1,0.7,15.0,0.8,1.0,79.3,0.2,1.0,1.2,1.2,0.9,0.4,0.0,1.6,6.0,0,0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JESSICA SHEPARD,243600.0,MIN,243600.0,MIN,189522.0,MIN,189522.0,MIN,189522.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,27,21,9,12,26.9,8.1,3.1,6.0,51.6,0.0,0.1,0.0,2.0,2.5,77.4,2.1,5.0,7.1,3.2,1.4,0.6,0.1,2.0,19.8,3,0,-4.6,63,26,36,14,22,26.1,8.1,3.0,6.0,50.2,0.2,0.6,26.1,1.9,2.6,73.4,2.0,5.4,7.4,3.0,1.7,0.4,0.3,2.1,20.1,6,0,-2.5,131,25,22,15,7,10.5,2.0,0.7,2.0,36.4,0.0,0.5,8.3,0.5,0.7,75.0,1.1,2.1,3.2,1.7,0.8,0.1,0.2,0.9,7.7,0,0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATISHA HIEDEMAN,240000.0,MIN,240000.0,CON,72141.0,CON,58710.0,CON,57000.0,CON,92,27,40,30,10,15.2,4.9,1.8,4.8,38.0,0.6,2.1,28.0,0.6,0.9,73.5,0.4,1.2,1.6,2.4,1.1,0.8,0.2,1.2,11.3,0,0,-0.5,54,27,40,27,13,26.7,8.5,3.1,7.9,39.2,1.5,4.0,36.6,0.9,1.2,73.9,0.2,1.9,2.1,2.7,1.4,0.9,0.1,2.2,16.7,0,0,2.7,55,26,36,25,11,25.0,9.1,3.3,7.6,43.1,1.9,4.7,41.1,0.7,0.8,80.0,0.2,1.6,1.8,3.3,1.3,1.2,0.1,1.8,18.6,0,0,6.4,66,25,32,26,6,20.1,7.6,2.4,6.1,40.0,1.6,4.0,39.8,1.1,1.6,70.0,0.2,1.6,1.8,1.9,0.9,0.8,0.2,1.9,14.9,0,0,2.5,82,24,22,10,12,18.6,6.1,2.0,5.8,35.4,1.0,2.9,35.9,1.0,1.4,70.0,0.4,1.5,1.9,1.9,1.1,0.4,0.0,2.0,11.6,0,0,-3.2
KATIE LOU SAMUELSON,355250.0,IND,237754.0,LA,237754.0,LA,237754.0,SEA,237754.0,DAL,100,27,37,18,19,18.2,4.3,1.4,3.9,34.9,0.9,2.7,33.0,0.6,0.7,96.0,0.5,1.8,2.3,1.4,0.5,0.3,0.2,1.4,10.0,0,0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,26,32,11,21,29.5,9.7,3.3,9.0,37.3,1.8,5.0,35.2,1.3,1.5,83.7,0.5,2.4,3.0,1.9,1.1,1.0,0.2,1.6,18.9,0,0,-4.8,72,25,27,16,11,21.0,7.0,2.7,5.9,45.6,1.0,2.7,35.1,0.7,1.0,73.1,0.4,3.1,3.5,1.7,1.1,0.7,0.3,1.7,15.1,0,0,2.4,94,24,22,8,14,19.9,5.0,1.8,4.4,41.7,0.9,2.7,31.7,0.5,0.7,73.3,0.4,2.0,2.4,1.4,0.5,0.7,0.4,1.5,11.7,0,0,-1.1
ALIYAH BOSTON,233468.0,IND,233468.0,IND,,,,,,,28,22,40,20,20,30.9,14.0,5.9,11.2,52.9,0.2,0.7,26.9,2.0,2.8,73.6,2.8,6.1,8.9,3.2,2.0,0.9,1.2,3.3,30.4,13,0,-0.8,27,22,40,13,27,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40.0,2.7,3.6,74.5,3.1,5.3,8.4,2.2,1.9,1.3,1.3,3.1,30.3,11,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND MILLER,233468.0,MIN,233468.0,MIN,,,,,,,121,23,21,14,7,10.1,2.9,1.0,3.3,30.4,0.2,1.2,19.2,0.7,1.1,58.3,0.4,1.3,1.8,0.6,0.9,0.3,0.0,1.1,6.3,0,0,-2.7,34,23,32,15,17,26.1,12.1,4.4,10.8,40.3,1.0,3.2,30.7,2.4,3.0,79.2,0.7,2.8,3.5,2.5,2.3,0.9,0.3,2.5,21.7,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADDY SIEGRIST,233468.0,DAL,233468.0,DAL,,,,,,,53,24,27,6,21,23.8,9.4,3.9,7.8,50.5,0.4,1.4,27.0,1.2,1.6,76.7,1.6,1.7,3.3,1.0,0.6,0.4,0.4,1.2,15.6,0,0,-4.6,106,24,39,22,17,8.2,3.7,1.5,2.9,50.9,0.1,0.4,33.3,0.7,0.7,93.1,0.9,0.6,1.6,0.2,0.2,0.2,0.2,0.7,6.4,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPHANIE TALBOT,227000.0,LA,227000.0,LA,72141.0,SEA,70040.0,SEA,,,109,30,37,8,29,16.2,3.5,1.3,3.4,39.5,0.4,1.4,26.0,0.5,0.8,69.0,0.6,2.2,2.7,2.1,1.0,0.5,0.5,1.4,10.6,0,0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,29,34,20,14,16.1,5.0,1.9,4.1,46.4,0.9,2.1,39.7,0.4,0.7,58.3,0.7,2.5,3.1,1.3,1.1,0.7,0.3,1.3,12.4,0,0,-0.3,90,28,30,20,10,17.9,5.7,2.3,4.8,48.3,0.9,2.2,41.5,0.2,0.3,75.0,0.4,2.5,2.9,1.6,1.6,0.5,0.4,1.9,12.8,0,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALYSSA SMITH,226668.0,IND,226668.0,IND,226668.0,IND,,,,,43,24,40,20,20,24.7,10.6,4.2,8.8,48.0,0.4,1.2,29.2,1.8,3.2,56.7,1.8,5.3,7.1,1.0,1.3,0.8,1.0,2.7,22.5,7,0,-4.8,23,23,31,11,20,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4.0,67.7,2.1,7.1,9.2,1.4,2.7,0.3,0.3,3.0,28.0,13,0,-1.2,25,22,32,5,27,30.7,13.5,5.0,11.9,41.9,1.2,3.0,38.1,2.4,3.8,61.8,2.2,5.7,7.9,1.4,2.4,0.5,0.3,2.9,25.4,8,0,-8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHYNE HOWARD,226668.0,ATL,226668.0,ATL,226668.0,ATL,,,,,15,24,30,14,16,33.9,17.3,5.6,15.0,37.1,2.7,8.1,32.9,3.5,4.5,78.4,0.8,3.5,4.4,3.1,1.7,1.8,0.6,2.1,32.3,2,0,1.0,13,24,39,18,21,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,0.7,4.3,4.9,3.5,1.9,1.3,0.6,2.8,32.4,2,0,-0.3,12,23,34,13,21,31.3,16.2,5.4,15.0,36.1,2.5,7.3,34.3,2.9,3.7,79.2,0.8,3.7,4.5,2.8,1.6,1.6,0.8,2.6,30.8,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKIRA AUSTIN,226668.0,WAS,226668.0,WAS,226668.0,WAS,,,,,36,24,12,2,10,19.8,11.8,4.3,10.1,43.0,0.1,0.3,25.0,3.0,4.5,66.7,1.8,5.1,6.8,0.9,2.4,1.3,0.9,2.5,23.9,1,0,0.1,45,23,19,12,7,23.2,10.0,4.1,8.1,50.0,0.0,0.0,0.0,1.9,3.1,61.0,1.5,5.5,7.0,0.9,1.8,0.8,0.9,2.3,21.4,5,0,3.5,59,22,36,22,14,21.6,8.7,3.4,6.2,54.7,0.0,0.0,0.0,1.9,3.0,62.4,1.8,4.7,6.4,0.9,1.5,0.8,0.8,2.3,19.2,4,0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACE BERGER,224026.0,IND,224026.0,IND,,,,,,,123,25,11,4,7,9.3,2.8,0.9,2.3,40.0,0.2,0.5,40.0,0.8,1.3,64.3,0.4,1.0,1.4,0.6,0.9,0.5,0.0,1.1,5.9,0,0,-1.3,98,25,36,12,24,14.6,4.2,1.6,3.5,44.9,0.4,0.9,47.1,0.6,0.7,84.0,0.2,1.4,1.6,1.9,1.0,0.5,0.2,1.1,9.3,0,0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALEY JONES,224026.0,ATL,224026.0,ATL,,,,,,,104,23,40,15,25,17.8,3.9,1.5,3.7,39.7,0.2,0.7,21.4,0.8,1.2,70.2,0.3,2.0,2.2,2.1,1.7,0.4,0.3,2.0,9.6,0,0,-2.4,107,23,40,19,21,14.6,3.7,1.4,4.2,33.7,0.2,0.7,21.4,0.8,1.0,75.6,0.4,2.0,2.4,2.3,1.4,0.4,0.3,1.7,9.9,0,0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAETICIA AMIHERE,224026.0,ATL,224026.0,ATL,,,,,,,142,23,17,5,12,4.9,1.1,0.4,1.5,26.9,0.0,0.0,0.0,0.3,1.0,29.4,0.7,0.9,1.6,0.2,0.5,0.1,0.2,0.4,3.5,0,0,-1.1,116,22,21,9,12,7.0,2.7,0.8,2.0,40.5,0.0,0.0,0.0,1.0,2.0,53.7,0.2,0.7,1.0,0.2,0.5,0.2,0.4,1.0,5.1,0,0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOU LOPEZ-SENECHAL,224026.0,DAL,224026.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARI MCDONALD,220067.0,LA,220067.0,ATL,220067.0,ATL,220067.0,ATL,,,55,26,26,6,20,21.8,8.7,3.0,7.3,40.3,1.1,3.5,31.9,1.7,2.0,84.3,0.5,1.5,2.0,3.7,1.8,0.9,0.2,2.0,17.7,1,0,-3.0,63,25,24,8,16,23.5,7.9,2.8,6.8,40.2,1.0,3.3,32.1,1.3,1.8,76.2,0.3,1.8,2.0,3.0,1.6,0.6,0.0,1.6,15.2,0,0,-2.3,42,24,36,14,22,24.3,11.1,3.6,8.9,41.1,1.3,3.9,33.8,2.4,2.8,87.1,0.4,1.8,2.3,2.6,2.1,1.5,0.0,2.2,20.2,0,0,-0.1,82,23,30,7,23,16.4,6.3,1.9,5.8,32.2,1.1,3.5,30.8,1.5,1.7,88.2,0.3,1.3,1.6,2.0,1.2,0.8,0.2,1.8,13.0,0,0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWAK KUIER,220067.0,DAL,220067.0,DAL,220067.0,DAL,220067.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,22,37,22,15,10.8,2.6,1.0,2.5,39.6,0.1,0.6,8.7,0.6,0.7,77.8,0.6,1.9,2.5,0.5,0.6,0.2,0.6,0.8,7.4,0,0,-0.7,129,21,33,17,16,12.6,2.8,1.0,2.6,39.5,0.1,0.6,19.0,0.6,0.9,61.3,0.7,1.8,2.5,0.9,0.6,0.4,0.9,0.8,8.8,0,0,-0.3,127,20,16,6,10,8.9,2.4,0.8,2.4,30.8,0.2,1.1,16.7,0.7,0.9,78.6,0.6,1.9,2.4,0.6,1.0,0.3,0.8,0.6,7.7,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALYSHA CLARK,220000.0,LV,220000.0,LV,366000.0,WAS,366000.0,WAS,252400.0,SEA,78,37,40,27,13,24.3,6.0,2.1,4.8,44.3,1.2,3.2,37.3,0.6,0.7,82.1,0.5,3.1,3.6,1.8,1.4,0.8,0.3,2.7,14.8,0,0,4.5,71,36,39,33,6,22.5,6.7,2.3,5.3,44.4,1.3,3.4,38.6,0.7,0.8,81.8,0.5,2.9,3.4,1.1,0.7,0.6,0.2,2.2,14.0,0,0,5.6,65,35,29,18,11,26.4,8.0,3.1,6.8,46.4,1.0,3.4,30.3,0.7,0.8,91.3,0.8,3.7,4.5,2.0,1.3,1.0,0.3,1.9,18.1,0,0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,33,22,18,4,28.8,10.0,3.7,6.7,55.8,1.6,3.0,52.2,0.9,1.1,80.0,0.9,3.4,4.2,2.7,0.9,1.5,0.5,1.7,22.5,0,0,11.9
LEXIE HULL,217502.0,IND,217502.0,IND,217502.0,IND,,,,,84,25,34,17,17,19.7,5.5,1.8,4.0,44.1,1.0,2.1,47.1,1.0,1.2,80.5,1.0,1.5,2.5,1.1,0.9,0.6,0.3,2.5,11.9,0,0,0.7,94,24,30,7,23,20.6,4.6,1.8,4.8,37.2,0.4,2.0,21.7,0.6,0.7,77.3,1.2,1.6,2.7,1.1,1.0,1.0,0.3,2.8,11.4,0,0,-3.9,116,23,26,3,23,12.9,3.8,1.1,4.0,26.7,0.3,1.7,18.6,1.4,1.5,90.0,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8,7.7,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERONICA BURTON,50180.0,CON,217502.0,DAL,217502.0,DAL,,,,,117,24,31,19,12,12.7,3.1,0.8,2.3,36.1,0.4,1.2,35.1,1.0,1.2,83.8,0.4,1.0,1.4,1.9,0.5,0.5,0.2,1.0,8.2,0,0,3.5,121,23,40,22,18,13.9,2.4,0.6,2.1,29.4,0.3,1.2,27.1,0.8,0.9,91.2,0.6,1.2,1.8,2.2,0.4,0.7,0.3,1.4,8.6,0,0,-0.3,132,22,36,18,18,15.2,2.6,0.7,2.1,32.9,0.3,1.2,27.9,0.9,0.9,100,0.5,1.0,1.5,1.9,1.0,0.9,0.3,1.4,8.8,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORDAN HORSTON,214588.0,SEA,214588.0,SEA,,,,,,,70,23,39,24,15,22.3,6.8,2.8,5.8,49.3,0.3,1.3,25.0,0.8,1.1,72.1,1.2,3.1,4.3,1.8,1.7,1.3,0.7,1.9,17.1,1,0,0.5,69,23,36,10,26,22.4,6.9,2.8,7.6,36.7,0.3,1.1,24.4,1.0,1.4,71.2,1.3,3.8,5.1,1.6,2.0,1.2,0.6,2.2,17.5,3,0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIA COOKE,214588.0,LA,214588.0,LA,,,,,,,108,23,29,6,23,8.9,3.6,1.2,3.9,32.1,0.4,1.3,29.7,0.7,1.0,69.0,0.1,0.5,0.6,0.6,0.7,0.3,0.1,0.8,6.0,0,0,-2.0,93,23,39,17,22,14.1,4.8,1.7,5.8,28.9,0.5,1.8,26.1,1.0,1.2,81.3,0.3,0.7,0.9,0.8,0.7,0.3,0.3,0.9,8.3,0,0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATOU SABALLY,195000.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,10,26,15,3,12,34.2,17.9,5.9,13.9,42.6,2.5,5.6,45.2,3.5,4.5,77.9,1.2,5.2,6.4,5.0,2.5,1.3,0.5,3.2,35.5,0,0,-3.5,9,26,38,21,17,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5.0,87.4,2.3,5.8,8.1,4.4,2.9,1.8,0.4,3.6,37.3,14,1,4.2,39,25,11,4,7,21.7,11.3,3.7,9.4,39.8,0.9,3.9,23.3,2.9,3.2,91.4,0.8,4.0,4.8,2.1,2.3,0.5,0.2,3.2,20.4,2,0,-0.2,35,24,17,9,8,24.9,11.9,4.1,9.7,41.8,1.1,3.2,32.7,2.8,3.6,77.0,1.6,4.3,5.9,2.8,2.3,0.2,0.8,3.2,23.8,0,0,2.3,27,23,16,5,11,28.2,13.9,4.2,11.4,36.8,0.8,4.1,19.7,4.7,5.4,87.2,2.6,5.2,7.8,2.5,2.2,0.8,0.9,3.1,28.3,5,0,-3.6
MICHAELA ONYENWERE,211167.0,CHI,211167.0,PHX,211167.0,NY,211167.0,NY,,,72,25,34,10,24,18.7,6.6,2.6,6.2,41.5,0.7,2.0,36.8,0.7,1.2,61.0,0.6,1.3,1.8,1.0,1.3,0.6,0.4,2.0,12.0,0,0,-3.2,53,24,40,9,31,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2.0,75.9,1.2,2.5,3.7,1.3,2.0,0.8,0.5,2.9,17.2,1,0,-5.0,105,23,34,16,18,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30.0,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.7,0.4,0.2,2.0,8.9,0,0,0.6,60,22,32,12,20,22.5,8.6,2.8,7.1,39.9,1.2,3.5,32.7,1.8,2.1,83.6,0.7,2.3,2.9,0.6,1.1,0.4,0.3,2.5,14.7,1,0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIERSTAN BELL,208338.0,LV,208338.0,LV,208338.0,LV,,,,,122,24,6,6,0,7.2,2.8,1.0,2.7,37.5,0.7,1.3,50.0,0.2,0.3,50.0,0.2,0.8,1.0,0.8,0.2,0.0,0.0,0.8,5.3,0,0,-0.2,108,24,36,31,5,11.8,3.7,1.5,4.3,34.6,0.6,2.3,24.4,0.2,0.3,60.0,0.4,1.2,1.6,0.5,0.4,0.4,0.1,1.3,7.4,0,0,-0.6,154,23,21,18,3,5.8,1.3,0.5,1.6,30.3,0.1,1.0,13.6,0.2,0.2,100,0.2,0.7,0.9,0.3,0.2,0.1,0.1,0.5,3.1,0,0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOU LOPEZ SÉNÉCHAL,,,208338.0,LA,208338.0,CON,,,,,147,26,27,5,22,4.6,0.9,0.4,1.3,29.4,0.1,0.6,20.0,0.1,0.1,50.0,0.1,0.3,0.4,0.4,0.2,0.1,0.0,0.5,2.0,0,0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEEN EGBO,64154.0,LV,208338.0,WAS,208338.0,IND,,,,,135,24,8,5,3,3.6,1.5,0.6,1.5,41.7,0.0,0.0,0.0,0.3,0.3,100,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5,3.8,0,0,0.0,90,24,37,13,24,12.8,4.8,2.0,4.0,50.0,0.0,0.0,0.0,0.8,1.3,63.8,1.1,3.2,4.3,0.3,0.9,0.4,0.6,2.3,11.5,0,0,-1.8,72,23,33,5,28,21.8,7.2,2.9,6.5,44.2,0.0,0.0,0.0,1.5,2.3,64.5,1.8,4.5,6.3,0.9,1.9,0.9,1.2,3.0,18.8,2,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
