Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
TIFFANY MITCHELL,274050.0,CON,274050.0,MIN,432726.0,IND,432726.0,IND,432726.0,IND,91,30,22,19,3,4.2,1.1,0.4,1.2,34.6,0.1,0.5,20.0,0.2,0.3,83.3,0.1,0.7,0.8,0.0,0.1,0.0,0.2,0.5,2.5,0,0,-1.7,66,22,21,9,12,7.0,2.7,0.8,2.0,40.5,0.0,0.0,0.0,1.0,2.0,53.7,0.2,0.7,1.0,0.2,0.5,0.2,0.4,1.0,5.1,0,0,-2.7,85,24,14,5,9,11.1,2.3,0.8,2.6,30.6,0.2,0.8,27.3,0.5,0.7,70.0,0.4,1.4,1.7,1.4,0.9,0.1,0.4,1.8,6.5,0,0,-1.1,34,27,28,5,23,27.3,12.0,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88.0,0.9,2.0,2.9,2.0,1.9,0.6,0.0,1.9,18.6,0,0,-5.0,35,26,19,5,14,26.4,12.7,3.9,11.3,34.6,0.9,3.8,23.3,4.1,4.3,95.1,0.8,2.6,3.4,2.6,2.4,0.6,0.1,2.6,21.1,0,0,-3.7
ELIZABETH WILLIAMS,270000.0,CHI,270000.0,CHI,90000.0,WAS,464000.0,ATL,464000.0,ATL,47,31,9,4,5,27.7,10.0,4.1,8.4,48.7,0.0,0.0,0.0,1.8,2.7,66.7,2.8,4.2,7.0,1.6,1.7,1.7,1.7,2.1,25.2,2,0,1.6,47,31,40,18,22,29.7,9.8,4.2,8.1,51.4,0.0,0.0,0.0,1.5,2.3,63.0,2.3,3.6,5.8,2.5,1.4,1.3,1.5,2.5,23.6,2,0,0.0,96,24,5,4,1,5.3,1.8,0.6,1.6,37.5,0.2,0.4,50.0,0.4,0.4,100,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0,3.2,0,0,-0.4,86,23,25,18,7,8.9,2.0,0.7,2.1,32.7,0.0,0.2,0.0,0.6,0.7,83.3,0.6,1.2,1.8,0.8,0.8,0.1,0.6,1.1,6.2,0,0,0.1,48,28,22,7,15,29.2,10.1,4.0,8.1,48.9,0.0,0.0,0.0,2.2,3.0,74.2,2.2,3.5,5.7,1.4,1.1,0.8,1.4,2.6,21.5,3,0,-4.3
JADE MELBOURNE,268767.0,WAS,268767.0,SEA,,,,,,,86,31,39,26,13,18.4,1.4,0.5,1.6,32.3,0.2,1.0,22.5,0.2,0.2,66.7,0.6,4.1,4.7,0.7,0.4,0.5,0.8,1.7,9.8,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGET CARLETON,250000.0,MIN,91000.0,MIN,72141.0,MIN,58170.0,MIN,,,50,27,39,29,10,29.9,9.6,3.2,7.3,44.4,2.3,5.3,44.4,0.8,1.0,78.9,0.9,2.8,3.8,2.2,1.0,1.0,0.3,2.1,20.5,0,0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,23,22,8,14,14.0,2.7,1.1,3.0,36.4,0.0,0.6,7.7,0.5,0.5,83.3,1.0,1.8,2.9,0.5,0.5,0.6,0.9,1.6,9.1,0,0,-1.2
RAE BURRELL,250000.0,LA,,,208338.0,LA,,,,,79,23,22,16,6,6.3,2.4,0.9,2.0,42.2,0.4,1.2,33.3,0.3,0.5,54.5,0.3,1.0,1.2,0.2,0.9,0.2,0.1,1.3,4.9,0,0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JESSICA SHEPARD,243600.0,MIN,243600.0,MIN,189522.0,MIN,189522.0,MIN,189522.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,21,20,10,10,9.3,3.6,1.3,2.4,53.2,0.1,0.3,33.3,1.0,1.3,76.9,1.1,1.9,3.0,0.5,1.1,0.2,0.1,1.7,7.6,0,0,-1.1,63,31,31,22,9,12.9,4.0,1.4,3.7,37.1,1.0,2.9,34.8,0.2,0.3,70.0,0.5,2.1,2.6,0.5,0.6,0.3,0.4,1.3,9.4,0,0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATISHA HIEDEMAN,240000.0,MIN,240000.0,CON,72141.0,CON,58710.0,CON,57000.0,CON,92,23,17,5,12,4.9,1.1,0.4,1.5,26.9,0.0,0.0,0.0,0.3,1.0,29.4,0.7,0.9,1.6,0.2,0.5,0.1,0.2,0.4,3.5,0,0,-1.1,54,30,10,2,8,11.6,3.9,1.5,3.2,46.9,0.3,1.4,21.4,0.6,0.7,85.7,0.7,0.5,1.2,0.1,0.4,0.3,0.1,1.2,6.3,0,0,-5.0,55,23,34,16,18,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30.0,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.7,0.4,0.2,2.0,8.9,0,0,0.6,66,23,29,14,15,7.6,3.3,0.9,2.7,34.2,0.6,1.6,40.0,0.8,0.9,88.5,0.0,0.3,0.4,1.0,0.6,0.2,0.0,0.7,5.7,0,0,0.0,82,24,21,10,11,8.9,2.3,1.0,2.2,42.6,0.0,0.0,0.0,0.4,0.9,44.4,1.5,1.8,3.3,0.1,0.7,0.2,0.6,1.3,7.5,0,0,-0.8
ALIYAH BOSTON,233468.0,IND,233468.0,IND,,,,,,,28,22,40,20,20,30.9,14.0,5.9,11.2,52.9,0.2,0.7,26.9,2.0,2.8,73.6,2.8,6.1,8.9,3.2,2.0,0.9,1.2,3.3,30.4,13,0,-0.8,27,22,40,13,27,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40.0,2.7,3.6,74.5,3.1,5.3,8.4,2.2,1.9,1.3,1.3,3.1,30.3,11,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND MILLER,233468.0,MIN,233468.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,23,32,15,17,26.1,12.1,4.4,10.8,40.3,1.0,3.2,30.7,2.4,3.0,79.2,0.7,2.8,3.5,2.5,2.3,0.9,0.3,2.5,21.7,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADDY SIEGRIST,233468.0,DAL,233468.0,DAL,,,,,,,53,29,37,25,12,15.8,3.9,1.7,3.2,51.7,0.0,0.0,0.0,0.6,0.9,63.6,0.7,2.3,3.0,0.8,0.7,0.6,0.2,1.2,9.4,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARLIE SAMUELSON,233450.0,WAS,62675.0,LA,,,17304.0,SEA,,,58,23,29,6,23,8.9,3.6,1.2,3.9,32.1,0.4,1.3,29.7,0.7,1.0,69.0,0.1,0.5,0.6,0.6,0.7,0.3,0.1,0.8,6.0,0,0,-2.0,65,24,6,1,5,4.9,2.8,0.8,1.7,50.0,0.5,1.2,42.9,0.7,0.7,100,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.0,4.0,0,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPHANIE TALBOT,227000.0,LA,227000.0,LA,72141.0,SEA,70040.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,29,24,14,10,18.5,1.5,0.7,1.2,57.1,0.0,0.1,50.0,0.2,0.3,66.7,1.5,4.0,5.4,0.8,0.5,0.4,0.7,1.4,10.0,0,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALYSSA SMITH,226668.0,IND,226668.0,IND,226668.0,IND,,,,,42,24,40,20,20,24.7,10.6,4.2,8.8,48.0,0.4,1.2,29.2,1.8,3.2,56.7,1.8,5.3,7.1,1.0,1.3,0.8,1.0,2.7,22.5,7,0,-4.8,23,23,31,11,20,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4.0,67.7,2.1,7.1,9.2,1.4,2.7,0.3,0.3,3.0,28.0,13,0,-1.2,25,22,32,5,27,30.7,13.5,5.0,11.9,41.9,1.2,3.0,38.1,2.4,3.8,61.8,2.2,5.7,7.9,1.4,2.4,0.5,0.3,2.9,25.4,8,0,-8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHYNE HOWARD,226668.0,ATL,226668.0,ATL,226668.0,ATL,,,,,15,24,30,14,16,33.9,17.3,5.6,15.0,37.1,2.7,8.1,32.9,3.5,4.5,78.4,0.8,3.5,4.4,3.1,1.7,1.8,0.6,2.1,32.3,2,0,1.0,13,24,39,18,21,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,0.7,4.3,4.9,3.5,1.9,1.3,0.6,2.8,32.4,2,0,-0.3,12,23,34,13,21,31.3,16.2,5.4,15.0,36.1,2.5,7.3,34.3,2.9,3.7,79.2,0.8,3.7,4.5,2.8,1.6,1.6,0.8,2.6,30.8,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKIRA AUSTIN,226668.0,WAS,226668.0,WAS,226668.0,WAS,,,,,35,24,12,2,10,19.8,11.8,4.3,10.1,43.0,0.1,0.3,25.0,3.0,4.5,66.7,1.8,5.1,6.8,0.9,2.4,1.3,0.9,2.5,23.9,1,0,0.1,45,23,19,12,7,23.2,10.0,4.1,8.1,50.0,0.0,0.0,0.0,1.9,3.1,61.0,1.5,5.5,7.0,0.9,1.8,0.8,0.9,2.3,21.4,5,0,3.5,59,26,36,14,22,16.8,4.3,1.5,3.8,40.0,0.8,2.3,34.9,0.5,0.7,73.1,0.3,1.8,2.1,1.1,0.6,0.4,0.1,1.6,9.6,0,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACE BERGER,224026.0,IND,224026.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,25,18,7,11,7.1,1.1,0.3,1.7,16.7,0.1,0.9,12.5,0.4,0.4,100,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9,3.4,0,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALEY JONES,224026.0,ATL,224026.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAETICIA AMIHERE,224026.0,ATL,224026.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOU LOPEZ-SENECHAL,224026.0,DAL,224026.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYLA THORNTON,222000.0,NY,305956.0,NY,305956.0,DAL,305956.0,DAL,262900.0,DAL,83,23,10,7,3,3.7,1.9,0.7,1.4,50.0,0.2,0.6,33.3,0.3,0.6,50.0,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0.4,3.7,0,0,1.1,96,34,28,24,4,4.8,1.3,0.4,1.0,44.4,0.2,0.6,37.5,0.2,0.2,83.3,0.1,0.3,0.4,0.8,0.2,0.3,0.0,0.9,3.4,0,0,-2.2,66,23,26,3,23,12.9,3.8,1.1,4.0,26.7,0.3,1.7,18.6,1.4,1.5,90.0,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8,7.7,0,0,-4.3,67,24,25,8,17,11.6,3.2,1.0,3.8,27.4,0.2,1.1,22.2,0.8,1.0,80.8,0.2,1.1,1.3,0.6,0.5,0.3,0.2,1.0,6.3,0,0,-0.3,64,31,22,18,4,12.0,3.4,1.2,3.7,32.1,0.9,2.9,31.3,0.1,0.2,75.0,0.1,1.1,1.3,1.4,0.7,0.3,0.1,1.1,7.9,0,0,2.7
AARI MCDONALD,220067.0,LA,220067.0,ATL,220067.0,ATL,220067.0,ATL,,,55,27,40,19,21,15.5,3.8,1.8,3.1,57.3,0.0,0.1,0.0,0.3,0.5,57.9,1.5,3.5,5.0,1.1,0.7,0.7,1.2,1.4,13.6,0,0,-2.1,63,26,34,10,24,10.5,3.3,1.2,3.2,37.3,0.4,1.4,31.3,0.5,0.6,76.2,0.7,1.8,2.5,0.8,0.6,0.3,0.3,1.1,8.2,0,0,-4.0,42,24,36,14,22,24.3,11.1,3.6,8.9,41.1,1.3,3.9,33.8,2.4,2.8,87.1,0.4,1.8,2.3,2.6,2.1,1.5,0.0,2.2,20.2,0,0,-0.1,82,29,2,2,0,11.2,2.0,0.5,2.0,25.0,0.5,1.0,50.0,0.5,1.0,50.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,7.5,0,0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWAK KUIER,220067.0,DAL,220067.0,DAL,220067.0,DAL,220067.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALYSHA CLARK,220000.0,LV,220000.0,LV,366000.0,WAS,366000.0,WAS,252400.0,SEA,78,35,31,21,10,8.0,2.5,0.9,2.1,42.2,0.5,1.2,37.8,0.3,0.3,88.9,0.0,0.4,0.5,1.0,0.5,0.5,0.2,0.7,5.6,0,0,1.5,71,23,40,22,18,13.9,2.4,0.6,2.1,29.4,0.3,1.2,27.1,0.8,0.9,91.2,0.6,1.2,1.8,2.2,0.4,0.7,0.3,1.4,8.6,0,0,-0.3,65,35,33,21,12,12.3,3.9,1.3,3.8,35.5,0.6,1.8,35.6,0.6,0.8,84.0,0.2,0.8,1.0,1.8,0.5,0.6,0.1,0.9,8.8,0,0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,33,22,18,4,28.8,10.0,3.7,6.7,55.8,1.6,3.0,52.2,0.9,1.1,80.0,0.9,3.4,4.2,2.7,0.9,1.5,0.5,1.7,22.5,0,0,11.9
LEXIE HULL,217502.0,IND,217502.0,IND,217502.0,IND,,,,,84,24,18,9,9,8.9,1.7,0.6,1.6,37.9,0.0,0.0,0.0,0.4,0.6,80.0,0.8,1.5,2.3,0.5,0.4,0.1,0.5,0.7,5.6,0,0,-2.9,94,26,9,2,7,5.3,1.3,0.4,1.8,25.0,0.1,0.7,16.7,0.3,0.6,60.0,0.1,0.6,0.7,0.3,0.3,0.1,0.4,0.3,3.6,0,0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORDAN HORSTON,214588.0,SEA,214588.0,SEA,,,,,,,70,26,27,17,10,8.5,2.9,1.2,2.9,42.3,0.2,1.1,19.4,0.3,0.4,63.6,0.5,1.3,1.8,0.9,0.8,0.2,0.2,1.0,6.8,1,0,-1.7,69,22,37,22,15,10.8,2.6,1.0,2.5,39.6,0.1,0.6,8.7,0.6,0.7,77.8,0.6,1.9,2.5,0.5,0.6,0.2,0.6,0.8,7.4,0,0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIA COOKE,214588.0,LA,214588.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,29,14,3,11,5.2,1.4,0.6,1.9,30.8,0.3,0.8,36.4,0.0,0.0,0.0,0.2,0.4,0.6,0.3,0.3,0.1,0.0,0.8,2.9,0,0,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIONNA JONES,212000.0,CON,208000.0,CON,240000.0,CON,240000.0,CON,,,29,28,40,28,12,27.2,13.7,5.5,10.2,53.8,0.1,0.4,14.3,2.7,3.6,73.8,2.2,3.4,5.5,1.5,1.3,1.2,0.6,2.7,24.3,0,0,6.5,20,28,13,10,3,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50.0,3.5,4.5,77.6,3.2,5.0,8.2,2.4,2.2,1.8,0.5,4.1,31.4,4,0,5.1,22,27,36,25,11,25.1,13.8,5.2,9.1,56.9,0.0,0.2,0.0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.5,1.2,0.4,2.6,23.3,0,0,5.5,19,26,32,26,6,30.6,14.7,6.1,10.6,57.1,0.0,0.1,0.0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,2.2,1.4,0.5,3.0,27.6,4,0,9.2,41,25,21,9,12,26.1,11.2,4.7,7.7,60.5,0.0,0.0,100,1.8,2.6,69.1,2.8,2.8,5.6,1.0,1.6,1.7,0.7,3.1,22.5,2,0,3.0
MICHAELA ONYENWERE,211167.0,CHI,211167.0,PHX,211167.0,NY,211167.0,NY,,,72,24,6,6,0,7.2,2.8,1.0,2.7,37.5,0.7,1.3,50.0,0.2,0.3,50.0,0.2,0.8,1.0,0.8,0.2,0.0,0.0,0.8,5.3,0,0,-0.2,53,31,37,16,21,13.7,3.9,1.4,3.8,38.1,0.9,2.4,36.8,0.2,0.2,100,0.4,1.2,1.6,0.4,0.5,0.3,0.1,0.9,7.7,0,0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,25,11,5,6,9.9,4.0,1.7,2.9,59.4,0.0,0.2,0.0,0.5,0.8,66.7,1.0,2.6,3.6,0.0,0.8,0.2,0.1,0.9,8.2,0,0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIERSTAN BELL,208338.0,LV,208338.0,LV,208338.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORKA JUHASZ,205145.0,MIN,205145.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREANNA STEWART,205000.0,NY,175000.0,NY,228094.0,SEA,375500.0,SEA,375500.0,SEA,4,30,38,30,8,32.7,20.4,7.0,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,1.6,6.9,8.5,3.5,1.7,1.7,1.3,2.1,39.6,16,0,7.9,2,29,40,32,8,34.1,23.0,7.9,17.0,46.5,2.1,5.8,35.5,5.1,6.0,85.1,1.6,7.7,9.3,3.8,1.5,1.5,1.6,1.9,44.1,20,0,8.9,1,28,34,22,12,30.9,21.8,7.5,15.9,47.2,2.0,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.3,1.6,0.9,2.1,39.2,6,0,6.7,3,27,28,20,8,33.3,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.7,1.2,1.8,1.8,40.1,13,0,7.5,4,26,20,17,3,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,1.0,7.3,8.3,3.6,2.5,1.7,1.3,2.3,39.2,5,0,10.1
NNEKA OGWUMIKE,204500.0,SEA,169500.0,LA,386817.0,LA,386817.0,LA,456000.0,LA,17,34,37,23,14,31.8,16.7,6.8,13.3,51.1,0.8,2.0,40.5,2.3,2.6,87.6,1.9,5.7,7.6,2.3,1.3,1.9,0.5,2.3,32.2,8,0,6.0,6,33,36,16,20,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87.0,1.7,7.1,8.8,2.7,2.2,1.7,0.7,2.6,36.0,16,0,1.0,7,32,34,13,21,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2.0,1.8,1.7,0.4,2.4,31.5,6,0,-3.7,21,31,18,8,10,31.7,14.5,6.1,11.4,53.2,0.6,1.7,36.7,1.8,2.2,80.0,1.4,5.1,6.5,2.7,2.2,1.4,0.3,1.8,27.7,3,0,-3.4,30,30,18,14,4,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,1.2,3.7,4.8,1.7,1.6,1.1,0.2,2.3,22.8,0,0,3.7
KIAH STOKES,203000.0,LV,81000.0,LV,115000.0,LV,35200.0,LV,143265.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,24,9,4,5,5.3,1.6,0.4,1.6,28.6,0.0,0.1,0.0,0.7,1.0,66.7,0.7,0.6,1.2,0.1,0.2,0.0,0.1,1.0,3.1,0,0,-1.1
DEWANNA BONNER,200000.0,CON,899480.0,CON,899480.0,CON,899480.0,CON,899480.0,CON,22,37,40,28,12,31.8,15.0,5.3,12.8,41.5,1.5,4.9,29.4,3.0,3.6,83.2,0.6,5.4,6.0,2.0,1.4,1.2,0.7,1.8,28.1,3,0,6.1,14,36,40,27,13,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,0.9,4.7,5.6,2.2,1.5,1.1,0.6,1.6,30.4,3,0,4.7,26,35,33,23,10,30.0,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4.0,4.7,2.8,1.6,1.2,0.3,1.8,25.5,2,0,6.1,16,34,32,26,6,31.9,15.2,5.0,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,2.2,1.3,0.7,1.6,30.3,4,0,8.7,3,33,22,10,12,33.3,19.7,6.7,16.0,42.2,1.2,4.9,25.2,5.0,5.6,89.5,1.5,6.3,7.8,3.0,2.4,1.7,0.5,2.1,36.2,5,0,2.8
LAYSHIA CLARENDON,200000.0,LA,74305.0,LA,,,33914.0,MIN,240000.0,NY,99,25,7,4,3,5.2,0.9,0.3,0.4,66.7,0.0,0.0,0.0,0.3,0.9,33.3,0.6,0.7,1.3,0.1,0.4,0.0,0.0,0.7,2.3,0,0,-1.7,40,33,24,14,10,28.6,11.1,4.0,8.0,49.7,0.9,1.9,45.7,2.3,2.5,91.5,1.0,2.1,3.0,3.4,2.3,1.1,0.0,2.6,20.7,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,31,22,17,5,24.7,9.9,4.2,8.1,51.7,0.2,0.6,35.7,1.3,1.7,78.4,0.5,2.4,3.0,5.4,3.0,0.6,0.0,2.7,19.7,0,0,5.3,40,30,19,2,17,26.1,11.5,3.9,8.4,46.5,0.8,2.3,34.1,2.9,3.3,87.3,0.3,2.2,2.5,3.9,3.4,0.9,0.0,2.9,20.6,0,0,-7.2
KRISTY WALLACE,199170.0,IND,199170.0,IND,199170.0,ATL,,,,,94,23,2,1,1,5.0,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,2.0,0,0,1.0,72,35,32,27,5,8.5,2.3,0.9,3.3,28.8,0.5,2.0,23.4,0.0,0.1,0.0,0.5,1.3,1.8,0.4,0.8,0.3,0.2,1.1,6.0,0,0,-1.3,84,25,24,17,7,9.7,2.3,1.0,2.0,51.0,0.0,0.0,0.0,0.3,0.3,75.0,0.3,1.4,1.7,0.5,0.5,0.3,0.1,1.2,5.5,0,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
