,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
80,LEXIE HULL,,IND,,IND,217502.0,IND,,,,,,,,,,,,,84.0,25.0,34.0,17.0,17.0,19.7,5.5,1.8,4.0,44.1,1.0,2.1,47.1,1.0,1.2,80.5,1.0,1.5,2.5,1.1,0.9,0.6,0.3,2.5,11.9,0.0,0.0,0.7,94.0,24.0,30.0,7.0,23.0,20.6,4.6,1.8,4.8,37.2,0.4,2.0,21.7,0.6,0.7,77.3,1.2,1.6,2.7,1.1,1.0,1.0,0.3,2.8,11.4,0.0,0.0,-3.9,116.0,23.0,26.0,3.0,23.0,12.9,3.8,1.1,4.0,26.7,0.3,1.7,18.6,1.4,1.5,90.0,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8,7.7,0.0,0.0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,JORDAN HORSTON,,SEA,214588.0,SEA,,,,,,,,,,,,,,,70.0,23.0,39.0,24.0,15.0,22.3,6.8,2.8,5.8,49.3,0.3,1.3,25.0,0.8,1.1,72.1,1.2,3.1,4.3,1.8,1.7,1.3,0.7,1.9,17.1,1.0,0.0,0.5,69.0,23.0,36.0,10.0,26.0,22.4,6.9,2.8,7.6,36.7,0.3,1.1,24.4,1.0,1.4,71.2,1.3,3.8,5.1,1.6,2.0,1.2,0.6,2.2,17.5,3.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ZIA COOKE,,LA,214588.0,LA,,,,,,,,,,,,,,,108.0,23.0,29.0,6.0,23.0,8.9,3.6,1.2,3.9,32.1,0.4,1.3,29.7,0.7,1.0,69.0,0.1,0.5,0.6,0.6,0.7,0.3,0.1,0.8,6.0,0.0,0.0,-2.0,93.0,23.0,39.0,17.0,22.0,14.1,4.8,1.7,5.8,28.9,0.5,1.8,26.1,1.0,1.2,81.3,0.3,0.7,0.9,0.8,0.7,0.3,0.3,0.9,8.3,0.0,0.0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BRIONNA JONES,212000.0,CON,208000.0,CON,,CON,240000.0,CON,,,,,,,,,,,29.0,28.0,40.0,28.0,12.0,27.2,13.7,5.5,10.2,53.8,0.1,0.4,14.3,2.7,3.6,73.8,2.2,3.4,5.5,1.5,1.3,1.2,0.6,2.7,24.3,0.0,0.0,6.5,20.0,28.0,13.0,10.0,3.0,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50.0,3.5,4.5,77.6,3.2,5.0,8.2,2.4,2.2,1.8,0.5,4.1,31.4,4.0,0.0,5.1,22.0,27.0,36.0,25.0,11.0,25.1,13.8,5.2,9.1,56.9,0.0,0.2,0.0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.5,1.2,0.4,2.6,23.3,0.0,0.0,5.5,19.0,26.0,32.0,26.0,6.0,30.6,14.7,6.1,10.6,57.1,0.0,0.1,0.0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,2.2,1.4,0.5,3.0,27.6,4.0,0.0,9.2,41.0,25.0,21.0,9.0,12.0,26.1,11.2,4.7,7.7,60.5,0.0,0.0,100.0,1.8,2.6,69.1,2.8,2.8,5.6,1.0,1.6,1.7,0.7,3.1,22.5,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,23.0,27.0,18.0,9.0,9.0,3.1,1.1,2.4,46.9,0.0,0.0,0.0,0.9,1.2,72.7,0.9,1.1,2.0,0.2,0.6,0.2,0.2,1.4,6.2,1.0,0.0,-0.5,116.0,22.0,23.0,15.0,8.0,6.4,2.9,1.0,1.7,57.5,0.0,0.0,0.0,0.9,1.0,83.3,0.7,1.0,1.7,0.1,0.4,0.4,0.1,1.2,5.6,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,MICHAELA ONYENWERE,,CHI,,PHX,,NY,211167.0,NY,,,,,,,,,,,72.0,25.0,34.0,10.0,24.0,18.7,6.6,2.6,6.2,41.5,0.7,2.0,36.8,0.7,1.2,61.0,0.6,1.3,1.8,1.0,1.3,0.6,0.4,2.0,12.0,0.0,0.0,-3.2,53.0,24.0,40.0,9.0,31.0,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2.0,75.9,1.2,2.5,3.7,1.3,2.0,0.8,0.5,2.9,17.2,1.0,0.0,-5.0,105.0,23.0,34.0,16.0,18.0,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30.0,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.7,0.4,0.2,2.0,8.9,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,KIERSTAN BELL,,LV,,LV,208338.0,LV,,,,,,,,,,,,,122.0,24.0,6.0,6.0,0.0,7.2,2.8,1.0,2.7,37.5,0.7,1.3,50.0,0.2,0.3,50.0,0.2,0.8,1.0,0.8,0.2,0.0,0.0,0.8,5.3,0.0,0.0,-0.2,108.0,24.0,36.0,31.0,5.0,11.8,3.7,1.5,4.3,34.6,0.6,2.3,24.4,0.2,0.3,60.0,0.4,1.2,1.6,0.5,0.4,0.4,0.1,1.3,7.4,0.0,0.0,-0.6,154.0,23.0,21.0,18.0,3.0,5.8,1.3,0.5,1.6,30.3,0.1,1.0,13.6,0.2,0.2,100.0,0.2,0.7,0.9,0.3,0.2,0.1,0.1,0.5,3.1,0.0,0.0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,DORKA JUHASZ,,MIN,205145.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BREANNA STEWART,205000.0,NY,175000.0,NY,228094.0,SEA,,SEA,375500.0,SEA,,,,,,,,,4.0,30.0,38.0,30.0,8.0,32.7,20.4,7.0,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,1.6,6.9,8.5,3.5,1.7,1.7,1.3,2.1,39.6,16.0,0.0,7.9,2.0,29.0,40.0,32.0,8.0,34.1,23.0,7.9,17.0,46.5,2.1,5.8,35.5,5.1,6.0,85.1,1.6,7.7,9.3,3.8,1.5,1.5,1.6,1.9,44.1,20.0,0.0,8.9,1.0,28.0,34.0,22.0,12.0,30.9,21.8,7.5,15.9,47.2,2.0,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.3,1.6,0.9,2.1,39.2,6.0,0.0,6.7,3.0,27.0,28.0,20.0,8.0,33.3,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.7,1.2,1.8,1.8,40.1,13.0,0.0,7.5,4.0,26.0,20.0,17.0,3.0,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,1.0,7.3,8.3,3.6,2.5,1.7,1.3,2.3,39.2,5.0,0.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,33.0,15.0,18.0,32.9,19.9,6.7,14.2,47.5,1.5,4.0,37.1,4.9,6.3,78.7,1.5,7.2,8.7,2.7,2.4,1.2,1.6,3.2,38.3,9.0,0.0,1.8,6.0,22.0,34.0,16.0,18.0,34.7,18.3,6.1,13.4,45.7,1.3,3.9,33.8,4.7,5.6,83.3,1.2,8.1,9.3,3.4,2.4,1.2,1.9,2.4,38.5,12.0,0.0,3.3
88,NNEKA OGWUMIKE,204500.0,SEA,169500.0,LA,,LA,386817.0,LA,456000.0,LA,456000.0,LA,456000.0,LA,456000.0,LA,456000.0,LA,17.0,34.0,37.0,23.0,14.0,31.8,16.7,6.8,13.3,51.1,0.8,2.0,40.5,2.3,2.6,87.6,1.9,5.7,7.6,2.3,1.3,1.9,0.5,2.3,32.2,8.0,0.0,6.0,6.0,33.0,36.0,16.0,20.0,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87.0,1.7,7.1,8.8,2.7,2.2,1.7,0.7,2.6,36.0,16.0,0.0,1.0,7.0,32.0,34.0,13.0,21.0,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2.0,1.8,1.7,0.4,2.4,31.5,6.0,0.0,-3.7,21.0,31.0,18.0,8.0,10.0,31.7,14.5,6.1,11.4,53.2,0.6,1.7,36.7,1.8,2.2,80.0,1.4,5.1,6.5,2.7,2.2,1.4,0.3,1.8,27.7,3.0,0.0,-3.4,30.0,30.0,18.0,14.0,4.0,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,1.2,3.7,4.8,1.7,1.6,1.1,0.2,2.3,22.8,0.0,0.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,28.0,27.0,17.0,10.0,30.8,15.5,6.3,11.9,52.5,0.3,1.0,34.6,2.6,3.2,81.6,1.8,5.0,6.8,2.0,1.5,1.6,0.4,2.8,28.6,5.0,0.0,3.6,6.0,27.0,34.0,26.0,8.0,31.0,18.8,7.2,12.8,56.1,0.5,1.6,34.0,3.9,4.5,87.0,1.8,5.9,7.7,2.1,1.5,1.9,0.5,2.9,34.0,10.0,0.0,7.9,3.0,26.0,33.0,26.0,7.0,31.6,19.7,7.4,11.1,66.5,0.5,0.8,61.5,4.4,5.1,86.9,2.3,6.7,9.1,3.1,2.1,1.3,1.2,3.4,37.2,16.0,0.0,7.6
89,KIAH STOKES,203000.0,LV,81000.0,LV,115000.0,LV,35200.0,LV,143265.0,NY,143265.0,NY,143265.0,NY,,,,,136.0,31.0,39.0,26.0,13.0,18.4,1.4,0.5,1.6,32.3,0.2,1.0,22.5,0.2,0.2,66.7,0.6,4.1,4.7,0.7,0.4,0.5,0.8,1.7,9.8,0.0,0.0,1.1,125.0,31.0,40.0,34.0,6.0,19.8,2.2,0.9,2.1,43.4,0.1,0.7,18.5,0.2,0.5,50.0,1.1,4.7,5.9,0.6,0.4,0.7,1.0,1.8,12.0,0.0,0.0,5.7,136.0,30.0,31.0,22.0,9.0,15.3,2.3,0.8,2.0,42.6,0.2,0.8,20.8,0.4,0.5,81.3,0.9,3.5,4.4,0.6,0.6,0.5,0.8,1.3,9.9,0.0,0.0,1.4,140.0,29.0,24.0,14.0,10.0,18.5,1.5,0.7,1.2,57.1,0.0,0.1,50.0,0.2,0.3,66.7,1.5,4.0,5.4,0.8,0.5,0.4,0.7,1.4,10.0,0.0,0.0,1.2,86.0,28.0,22.0,2.0,20.0,27.3,5.7,2.3,6.2,37.2,0.9,3.9,23.5,0.2,0.3,57.1,1.3,5.4,6.7,1.2,1.3,0.5,1.2,2.0,17.9,0.0,0.0,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,26.0,30.0,6.0,24.0,14.2,3.1,1.4,2.6,54.5,0.0,0.0,0.0,0.3,0.5,53.3,1.4,3.0,4.5,0.4,0.7,0.4,0.6,1.9,9.9,1.0,0.0,-2.7,88.0,25.0,34.0,22.0,12.0,19.6,4.8,1.8,3.3,53.1,0.0,0.0,0.0,1.3,1.6,79.6,2.3,4.0,6.3,0.9,1.2,0.4,1.1,2.8,15.0,4.0,0.0,0.4,71.0,24.0,27.0,19.0,8.0,24.1,6.9,2.8,4.3,64.1,0.0,0.0,0.0,1.4,2.2,62.7,2.3,5.1,7.4,0.7,1.1,0.7,1.4,2.9,19.3,0.0,0.0,-0.8
90,DEWANNA BONNER,200000.0,CON,,CON,,CON,,CON,899480.0,CON,127500.0,PHX,,,,,,,22.0,37.0,40.0,28.0,12.0,31.8,15.0,5.3,12.8,41.5,1.5,4.9,29.4,3.0,3.6,83.2,0.6,5.4,6.0,2.0,1.4,1.2,0.7,1.8,28.1,3.0,0.0,6.1,14.0,36.0,40.0,27.0,13.0,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,0.9,4.7,5.6,2.2,1.5,1.1,0.6,1.6,30.4,3.0,0.0,4.7,26.0,35.0,33.0,23.0,10.0,30.0,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4.0,4.7,2.8,1.6,1.2,0.3,1.8,25.5,2.0,0.0,6.1,16.0,34.0,32.0,26.0,6.0,31.9,15.2,5.0,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,2.2,1.3,0.7,1.6,30.3,4.0,0.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,34.0,16.0,18.0,31.3,14.5,4.5,10.7,42.4,1.5,4.5,32.9,3.9,4.9,79.8,1.2,4.1,5.4,2.4,1.6,1.3,0.6,1.6,27.6,2.0,0.0,1.1
91,LAYSHIA CLARENDON,200000.0,LA,74305.0,LA,,,33914.0,MIN,240000.0,NY,,,,,,,,,99.0,33.0,21.0,5.0,16.0,15.9,4.3,1.5,3.6,42.7,0.3,1.0,35.0,1.0,1.1,87.0,0.3,1.5,1.8,2.6,1.2,0.7,0.0,2.1,10.6,1.0,1.0,-2.2,40.0,33.0,24.0,14.0,10.0,28.6,11.1,4.0,8.0,49.7,0.9,1.9,45.7,2.3,2.5,91.5,1.0,2.1,3.0,3.4,2.3,1.1,0.0,2.6,20.7,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,31.0,22.0,17.0,5.0,24.7,9.9,4.2,8.1,51.7,0.2,0.6,35.7,1.3,1.7,78.4,0.5,2.4,3.0,5.4,3.0,0.6,0.0,2.7,19.7,0.0,0.0,5.3,40.0,30.0,19.0,2.0,17.0,26.1,11.5,3.9,8.4,46.5,0.8,2.3,34.1,2.9,3.3,87.3,0.3,2.2,2.5,3.9,3.4,0.9,0.0,2.9,20.6,0.0,0.0,-7.2,76.0,29.0,9.0,8.0,1.0,15.3,6.2,2.0,4.8,41.9,0.2,0.2,100.0,2.0,2.3,85.7,0.8,1.7,2.4,2.1,0.9,0.3,0.0,0.8,11.7,0.0,0.0,-0.2,92.0,28.0,33.0,20.0,13.0,16.6,4.8,1.7,4.3,40.1,0.1,0.6,10.0,1.3,1.6,81.1,0.5,1.3,1.8,2.2,1.2,0.5,0.0,1.5,9.8,0.0,0.0,-2.2,39.0,27.0,34.0,12.0,22.0,30.0,10.7,4.0,10.6,37.8,0.3,1.8,18.0,2.4,2.7,87.9,0.9,2.9,3.8,6.6,2.6,0.9,0.1,2.9,23.5,4.0,1.0,-0.9,37.0,26.0,34.0,17.0,17.0,28.2,10.4,3.6,7.8,46.6,0.5,1.5,34.6,2.6,3.4,76.5,1.3,3.1,4.3,3.5,2.2,0.7,0.1,2.3,20.4,0.0,0.0,-0.4
92,KRISTY WALLACE,,IND,,IND,199170.0,ATL,,,,,,,,,,,,,94.0,28.0,26.0,11.0,15.0,17.2,4.7,1.8,4.5,40.2,0.7,2.2,29.3,0.5,0.7,66.7,0.4,1.4,1.8,1.7,0.7,0.7,0.2,1.1,10.8,0.0,0.0,-3.2,72.0,28.0,37.0,12.0,25.0,19.7,6.6,2.5,6.3,40.1,1.0,2.3,43.5,0.6,0.8,75.0,0.6,1.6,2.2,1.9,1.3,0.6,0.2,1.7,13.5,0.0,0.0,-0.4,84.0,27.0,29.0,13.0,16.0,20.8,6.6,2.3,5.6,40.7,0.9,2.3,36.8,1.1,1.4,78.6,0.6,1.7,2.3,2.2,1.5,0.6,0.2,2.0,13.5,0.0,0.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,NAZ HILLMON,,ATL,,ATL,199170.0,ATL,,,,,,,,,,,,,80.0,24.0,40.0,15.0,25.0,21.7,5.7,2.3,4.1,55.2,0.0,0.1,33.3,1.2,1.6,76.2,1.6,3.2,4.8,1.3,1.0,0.7,0.3,1.4,13.8,1.0,0.0,0.1,99.0,24.0,40.0,19.0,21.0,13.5,4.1,1.5,2.9,50.9,0.0,0.0,0.0,1.2,1.4,85.2,1.3,2.2,3.4,0.7,1.0,0.2,0.1,1.5,8.8,0.0,0.0,-1.2,107.0,23.0,34.0,12.0,22.0,19.8,4.4,1.7,3.6,48.0,0.0,0.1,0.0,0.9,1.1,82.1,1.5,3.5,5.1,1.2,1.2,0.6,0.3,1.5,12.6,1.0,0.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,OLIVIA NELSON-ODODA,,CON,,CON,199170.0,LA,,,,,,,,,,,,,111.0,24.0,37.0,26.0,11.0,11.8,3.4,1.3,2.7,49.5,0.0,0.0,0.0,0.7,1.1,65.9,0.8,1.7,2.5,0.2,0.8,0.4,0.6,1.7,8.0,0.0,0.0,1.1,95.0,23.0,39.0,27.0,12.0,15.0,4.5,1.7,3.1,53.7,0.0,0.0,0.0,1.2,1.7,70.8,1.3,2.4,3.7,0.6,0.8,0.5,0.8,2.2,11.5,3.0,0.0,-0.1,112.0,22.0,30.0,10.0,20.0,14.5,4.0,1.6,2.8,56.0,0.0,0.0,0.0,0.9,1.2,70.3,1.1,1.8,3.0,0.4,1.0,0.3,0.8,2.6,9.5,0.0,0.0,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,TYASHA HARRIS,,CON,197113.0,CON,,DAL,,DAL,205016.0,DAL,,,,,,,,,44.0,26.0,39.0,27.0,12.0,28.8,10.5,3.7,8.7,42.5,1.5,3.9,39.5,1.5,2.0,76.6,0.3,1.5,1.8,3.0,1.4,1.0,0.3,1.7,19.5,0.0,0.0,4.6,82.0,26.0,40.0,27.0,13.0,16.7,5.8,2.2,5.2,41.6,1.0,2.1,46.4,0.4,0.6,68.0,0.1,0.7,0.9,1.7,1.0,0.7,0.1,1.1,10.9,0.0,0.0,0.6,102.0,25.0,35.0,17.0,18.0,15.8,5.0,2.0,4.7,41.8,0.5,1.5,31.5,0.5,0.7,79.2,0.2,0.7,0.9,2.8,1.1,0.4,0.1,1.0,10.2,1.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,23.0,21.0,7.0,14.0,19.6,6.8,2.6,6.0,43.3,0.9,2.7,33.9,0.7,1.0,63.6,0.0,1.2,1.2,2.8,0.9,0.9,0.1,1.7,13.7,0.0,0.0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,DAMIRIS DANTAS,197100.0,IND,,,,MIN,,MIN,210000.0,MIN,210000.0,MIN,,,,,,,97.0,31.0,20.0,12.0,8.0,10.5,4.5,1.7,3.7,45.9,0.7,1.7,39.4,0.4,0.6,66.7,0.2,2.0,2.2,0.6,0.6,0.3,0.3,1.0,8.9,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30.0,15.0,7.0,8.0,17.4,5.1,1.9,6.1,30.4,1.1,4.1,26.2,0.3,0.4,83.3,0.7,3.1,3.8,1.9,1.1,0.2,0.1,1.2,12.4,0.0,0.0,3.0,65.0,29.0,24.0,15.0,9.0,23.8,7.7,2.8,7.3,37.7,1.4,4.3,33.3,0.8,1.0,75.0,0.6,3.4,4.0,2.3,1.8,0.4,0.3,2.0,16.8,0.0,0.0,0.4,34.0,28.0,22.0,14.0,8.0,26.6,12.9,4.6,10.0,46.4,1.8,4.1,43.3,1.8,2.5,72.7,1.7,4.4,6.1,2.6,1.8,1.1,0.2,2.5,26.1,1.0,0.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,25.0,34.0,12.0,22.0,18.1,7.7,3.0,7.6,39.2,0.8,2.9,26.5,1.0,1.3,76.7,1.0,2.6,3.6,0.7,0.8,0.5,0.6,2.3,14.9,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,SATOU SABALLY,195000.0,DAL,,DAL,,DAL,,DAL,213597.0,DAL,,,,,,,,,10.0,26.0,15.0,3.0,12.0,34.2,17.9,5.9,13.9,42.6,2.5,5.6,45.2,3.5,4.5,77.9,1.2,5.2,6.4,5.0,2.5,1.3,0.5,3.2,35.5,0.0,0.0,-3.5,9.0,26.0,38.0,21.0,17.0,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5.0,87.4,2.3,5.8,8.1,4.4,2.9,1.8,0.4,3.6,37.3,14.0,1.0,4.2,39.0,25.0,11.0,4.0,7.0,21.7,11.3,3.7,9.4,39.8,0.9,3.9,23.3,2.9,3.2,91.4,0.8,4.0,4.8,2.1,2.3,0.5,0.2,3.2,20.4,2.0,0.0,-0.2,35.0,24.0,17.0,9.0,8.0,24.9,11.9,4.1,9.7,41.8,1.1,3.2,32.7,2.8,3.6,77.0,1.6,4.3,5.9,2.8,2.3,0.2,0.8,3.2,23.8,0.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
